"date","customer","id","product","price"
"2017-07-10",6703883533,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-10",6703883533,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-10",6703966797,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-24",6703966797,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-24",6703966797,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-27",6703966797,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-27",6703966797,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-14",6703966797,17012202561,"Yellow Styling Cream (4oz)",19.47
"2019-07-14",6703966797,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-10",6704351949,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-10",6704351949,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-10",6704816909,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-10",6704816909,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-10",6704837901,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-10",6704837901,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-10",6704907149,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-10",6704907149,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-07-10",6704996429,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-10",6704996429,37162194829,"Hair Mask (8oz)",29.97
"2017-07-10",6704996429,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-10",6704998349,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-10",6706699917,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-10",6706699917,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-10",6707096461,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-07-17",6707096461,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-11-23",6707096461,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-07-11",6707560397,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-11",6707560397,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-09",6707560397,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-11-23",6707560397,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-11-29",6707560397,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-06-08",6707560397,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-06-22",6707560397,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-06-22",6707560397,31762458345526,"Eye Cream (1oz)",20.97
"2021-06-22",6707560397,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-11",6708024141,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-07-11",6708026509,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-11",6708219853,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-09-02",6708310349,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-02",6708310349,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-24",6708310349,37162194829,"Hair Mask (8oz)",29.97
"2017-11-24",6708310349,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-24",6708310349,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-15",6762227597,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-15",6765627213,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-15",6773373005,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-15",6773373005,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-16",6776796941,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-16",6776796941,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-16",6776796941,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-18",6802385357,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-18",6802385357,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-19",6802385357,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-07-19",6802385357,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-19",6802385357,37162194829,"Hair Mask (8oz)",29.97
"2017-11-26",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-07-17",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-23",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-11-27",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2019-07-14",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2020-12-17",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2021-11-26",6802797901,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-20",6806246093,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-20",6806246093,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-20",6811266893,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-21",6819005389,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-21",6819005389,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-22",6825621197,37162194829,"Hair Mask (8oz)",29.97
"2017-07-22",6825621197,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-23",6827081613,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-08-12",6827081613,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-12",6827081613,37162194829,"Hair Mask (8oz)",29.97
"2017-08-12",6827081613,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-12",6827081613,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-26",13413646362,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-07-26",13413646362,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-07-26",13413646362,37162194829,"Hair Mask (8oz)",29.97
"2017-07-26",13413646362,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-07-26",13413646362,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-27",14209024026,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-27",14209024026,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-25",14209024026,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-25",14209024026,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-14",21813755930,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-14",21813755930,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-07-29",21926379546,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-07-29",21926379546,37162194829,"Hair Mask (8oz)",29.97
"2017-07-29",21926379546,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-08-01",25404112922,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-08-01",25404112922,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-01",25404112922,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-08-04",29386899482,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-08-05",30788976666,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-05",30788976666,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-08-05",30788976666,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-02-04",30788976666,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-05-16",30788976666,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-05-16",30788976666,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-10-26",30788976666,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2018-10-26",30788976666,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2019-06-29",30788976666,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-06-29",30788976666,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-02-18",30788976666,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2020-02-18",30788976666,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-06-14",30788976666,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-06-14",30788976666,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-08-07",32859422746,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-27",32859422746,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-03-06",32859422746,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-06-03",32859422746,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-10-24",32859422746,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-09-09",32859422746,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2020-05-07",32859422746,29897667725,"Yellow Conditioner (16oz)",29.91
"2020-06-16",32859422746,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2020-10-03",32859422746,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-08-07",32955400218,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-08-07",32955400218,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-07",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-07",32955400218,37162194829,"Hair Mask (8oz)",29.97
"2017-11-09",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-09",32955400218,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-03-26",32955400218,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-03-26",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-07-17",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-07-17",32955400218,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-02-22",32955400218,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-07-17",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-07-17",32955400218,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-11-30",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-11-30",32955400218,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-10-14",32955400218,29897667725,"Yellow Conditioner (16oz)",29.91
"2020-10-14",32955400218,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-08-09",35765518362,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-08-09",35765518362,37162194829,"Hair Mask (8oz)",29.97
"2017-08-13",40136769562,37162194829,"Hair Mask (8oz)",29.97
"2017-08-13",40136769562,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-13",40136769562,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-05",40136769562,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-05",40136769562,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-14",41333751834,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-18",41333751834,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-16",44384124954,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-08-16",44577194010,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-16",44577194010,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-16",44794380314,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-16",44794380314,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-16",45327581210,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-08-16",45541785626,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-23",45541785626,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-23",45541785626,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-17",46194360346,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-17",46201667610,37162194829,"Hair Mask (8oz)",29.97
"2017-08-17",46201667610,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-18",47366111258,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-18",47366111258,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-12-26",47366111258,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-08-19",49074929690,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-09-21",49074929690,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-11-24",49074929690,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-07-14",49074929690,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-14",49074929690,29897667725,"Yellow Conditioner (16oz)",29.91
"2020-04-13",49074929690,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-08-21",50766970906,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-08-21",50766970906,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-23",53253341210,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-08-23",53253341210,37162194829,"Hair Mask (8oz)",29.97
"2017-08-23",53253341210,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-08-24",55127965722,37162194829,"Hair Mask (8oz)",29.97
"2017-08-24",55127965722,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-08-24",55127965722,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-12-28",55127965722,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-12-28",55127965722,37162194829,"Hair Mask (8oz)",29.97
"2017-08-26",56519065626,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-03-05",56519065626,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-08-28",58630406170,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-08-29",59714207770,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-29",59714207770,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-10-30",59714207770,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-07-13",59714207770,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-13",59714207770,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-11-28",59714207770,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-11-28",59714207770,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-29",59994374170,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-08-29",59994374170,29897667725,"Yellow Conditioner (16oz)",29.91
"2020-10-14",59994374170,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-09-03",70749421594,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-09-03",70749421594,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-03",70822952986,37162194829,"Hair Mask (8oz)",29.97
"2017-09-03",70822952986,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-09-03",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-09-03",70822952986,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-22",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-09-22",70822952986,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-09-22",70822952986,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-03",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-01-18",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-01-18",70822952986,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-03-08",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-05-08",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-06-04",70822952986,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-06-04",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2018-06-04",70822952986,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-07-16",70822952986,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-09-12",99265249306,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-09-12",99265249306,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-15",103374028826,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-16",104121958426,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-09-18",106543644698,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-09-18",106543644698,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-09-20",115004932122,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-10-10",116533100570,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-09-24",119742693402,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-09-29",128732430362,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-10-02",134178799642,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-02",134178799642,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-10-02",134178799642,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-10-03",135764344858,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-10-03",135764344858,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-10-03",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-11",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-02-23",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-03-30",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-06-15",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-08-12",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-10-28",136173256730,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-03-25",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-06-16",136173256730,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-10-03",136226111514,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-07-17",136226111514,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-07-15",136226111514,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-04",136627748890,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-10-04",136627748890,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-10-07",140771164186,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-10-09",143325659162,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-09",143325659162,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-10-14",151432036378,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-26",151432036378,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-02-14",151432036378,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-07-14",151432036378,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-07-14",151432036378,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-15",152225808410,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-02-19",152225808410,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-11-25",152225808410,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-17",155757051930,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-17",155757051930,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-27",155757051930,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-27",155757051930,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-19",158570545178,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-19",158570545178,37162194829,"Hair Mask (8oz)",29.97
"2018-02-26",158570545178,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-02-26",158570545178,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-02-26",158570545178,29897667725,"Yellow Conditioner (16oz)",29.91
"2020-09-23",158570545178,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2020-09-23",158570545178,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-05-26",158570545178,8734170546230,"Blue Shampoo and Conditioner",35.97
"2021-05-26",158570545178,32845171064886,"Hair Treatment(6oz)",24.97
"2021-05-26",158570545178,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-19",158997741594,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-10-25",177586044954,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2018-05-23",177586044954,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-05-23",177586044954,37162194829,"Hair Mask (8oz)",29.97
"2018-05-23",177586044954,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-07-13",177586044954,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2018-09-05",177586044954,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2018-09-05",177586044954,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-03-03",177586044954,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2019-04-21",177586044954,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-04-21",177586044954,29897659469,"Yellow Shampoo  (16oz)",28.64
"2019-05-23",177586044954,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-10-25",179823018010,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-05-05",179823018010,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-27",182983458842,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-10-28",183496310810,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-10-28",183496310810,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-01",185361694746,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-01",185361694746,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-01",185361694746,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-01",185361694746,37162194829,"Hair Mask (8oz)",29.97
"2017-10-31",186346438682,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-27",186346438682,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-10-31",186798309402,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-10-31",186798309402,37162194829,"Hair Mask (8oz)",29.97
"2017-11-01",192568950810,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-01",192873463834,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-01",192975503386,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-26",192975503386,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2021-09-29",192975503386,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-04",196292509722,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-04",196292509722,37162194829,"Hair Mask (8oz)",29.97
"2017-11-04",196292509722,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-16",198238208026,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-16",198238208026,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-08",200403157018,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-08",200568832026,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-08",200568832026,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-08",200568832026,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-11",207194751002,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-11",207194751002,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-11",207194751002,29897667725,"Yellow Conditioner (16oz)",29.91
"2018-09-22",207194751002,37162194829,"Hair Mask (8oz)",29.97
"2018-09-22",207194751002,8734170546230,"Blue Shampoo and Conditioner",35.97
"2019-02-17",207194751002,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-11",207429828634,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-04-30",207429828634,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-07-17",207429828634,29897667725,"Yellow Conditioner (16oz)",29.91
"2019-09-15",207429828634,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-08-30",207429828634,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-05-23",207429828634,29897659469,"Yellow Shampoo  (16oz)",28.64
"2021-11-09",207429828634,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-13",209228562458,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-13",209359405082,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-14",210235654170,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-15",216416157722,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-17",218180943898,37162194829,"Hair Mask (8oz)",29.97
"2017-11-17",218180943898,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-17",218203815962,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-17",218203815962,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2017-11-17",218218659866,37162194829,"Hair Mask (8oz)",29.97
"2017-11-19",225112653850,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-19",225112653850,17012202561,"Yellow Styling Cream (4oz)",19.47
"2018-10-29",225112653850,8734170546230,"Blue Shampoo and Conditioner",35.97
"2017-11-20",226107162650,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-20",226107162650,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-10-14",226107162650,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2021-05-09",226107162650,8734170546230,"Blue Shampoo and Conditioner",35.97
"2021-05-09",226107162650,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2021-11-27",226107162650,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-11-23",229693227034,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-23",229693227034,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-24",234134536218,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2017-11-24",234168582170,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-24",234168582170,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-24",234177232922,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-24",234177232922,29897659469,"Yellow Shampoo  (16oz)",28.64
"2020-10-15",234177232922,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-11-24",234203676698,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-08-27",234203676698,10976671681,"Yellow Shampoo & Conditioner (8oz Set)",35.97
"2019-09-18",234203676698,11225214721,"2-in-1 Conditioner (16 oz)",29.97
"2020-05-19",234203676698,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-24",234347528218,29897659469,"Yellow Shampoo  (16oz)",28.64
"2017-11-24",234347528218,17012202561,"Yellow Styling Cream (4oz)",19.47
"2017-11-24",234437902362,29897667725,"Yellow Conditioner (16oz)",29.91
"2017-11-24",234437902362,29897659469,"Yellow Shampoo  (16oz)",28.64
"2018-11-27",234437902362,8719738208310,"Yellow Shampoo and Conditioner (16oz Set)",49.97
"2017-11-24",234450878490,11225214721,"2-in-1 Conditioner (16 oz)",29.97
